,alpha-3,Province/State,Country/Region,Lat,Long,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20
0,AFG,,Afghanistan,33.0,65.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,5,0,0,5,3,0,11,3,0,0,0,0,8,3,11,45,13,19,4,15,16,13,9,0,19,13,8,24,8,50,21,14,52,24,37,10,4,30
1,ALB,,Albania,41.1533,20.1683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,7,0,14,0,2,11,8,15,9,13,10,5,12,15,23,11,17,15,20,15,16,3,26,6,19,12,13,18,11,29,9,9,7,12,9,24,15,18,31,12,12,27,25,10,15,7
2,DZA,,Algeria,28.0339,1.6596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,20,0,0,33,0,-41,41,-36,0,2,0,6,9,15,0,1,28,0,0,23,124,110,58,55,131,10,90,17,75,63,48,153,52,53,52,151,53,71,29,50,93,51,77,42,51,64,62,69,130,126,144,79
3,AND,,Andorra,42.5063,1.5218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,6,5,5,5,8,13,6,13,0,57,0,0,41,0,22,14,30,13,34,27,24,11,0,0,41,13,25,45,0,4,21,6,15,7,5,11,8
4,AGO,,Angola,-11.2027,17.8739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2
5,ATG,,Antigua and Barbuda,17.0608,-61.7964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,0,3
6,ARG,,Argentina,-38.4161,-63.6167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,49,0,11,9,0,0,156,12,8,8,10,13,1,45,13,20,7,10,65,28,47,44,37,35,35,19,24,28,103,32,47,57,54,77,33,22,30,64,36,28,34,88,30,52,77,58,69
7,ARM,,Armenia,40.0691,45.0382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12,2,2,10,2,0,0,0,1,2,10,0,14,5,25,27,24,11,24,24,14,54,32,61,44,121,22,35,29,24,26,69,75,30,15,18,34,29,48,33,25,36,40,24,50,33,49
8,AUS,Australian Capital Territory,Australia,-35.4735,149.0124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,5,3,7,0,10,12,0,0,7,12,0,0,0,13,0,10,-1,7,0,3,1,1,0,4,1,1,1,1,0,2,0,0,0,0,0,0,0,0,1
9,AUS,New South Wales,Australia,-33.8688,151.2093,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1375,0,0,0,376,171,80,50,137,15,19,39,18,9,0,13,22,21,69,45,23,18,0
10,AUS,Northern Territory,Australia,-12.4634,130.8456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,3,3,1,0,4,3,0,0,2,0,0,-1,0,0,0,2,1,0,0,0
11,AUS,Queensland,Australia,-28.0167,153.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,0,0,172,27,0,0,0,70,0,0,0,296,0,0,0,0,0,0,65,123,0,8,9,5,17,11,4,0,5,4,5,25,0
12,AUS,South Australia,Australia,-34.9285,138.6007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,40,0,0,7,0,0,67,59,0,0,0,61,0,39,52,0,0,38,7,12,6,7,1,9,3,6,0,0,2,5,0,0,2,3,1,0,0
13,AUS,Tasmania,Australia,-41.4545,145.9707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,21,0,0,22,0,0,0,0,5,0,14,0,0,0,4,3,3,14,15,11,6,9,5,7,9,4,1,6,1,0,2,7,1,7
14,AUS,Victoria,Australia,-37.8136,144.9631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62,0,27,0,52,22,20,0,0,100,52,79,54,51,46,47,0,0,116,190,0,0,0,192,0,19,22,13,0,24,6,41,8,3,8,3,15,7,4,2,7,0,0,11,10,1,5,0,9
15,AUS,Western Australia,Australia,-31.9505,115.8605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,27,0,13,0,7,16,28,0,0,70,0,0,8,33,13,0,0,35,0,87,2,0,0,95,8,8,7,6,14,8,0,9,12,0,4,9,3,5,0,0,6,0,2
16,AUT,,Austria,47.5162,14.5501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,-5,8,0,0,0,0,0,0,0,103,113,0,254,157,459,341,313,273,485,491,465,583,466,728,824,540,383,356,290,465,888,718,510,287,130,340,357,366,178,231,179,80,218,199,128,203,70,48,88,146,177,59,138,92
17,AZE,,Azerbaijan,40.1431,47.5769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,-1,0,0,0,5,0,0,0,11,0,0,0,6,0,0,12,0,19,38,58,41,50,39,62,53,56,68,62,122,79,74,42,41,65,67,59,23,59,46,58,40,46,30,39,28,28,15,25,44
18,BHS,,Bahamas,25.0343,-77.3963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1,0,4,1,0,0,0,0,0,1,0,0,0,0,4,0,1,1,0,2,1,0,7,0,1,0,2,-1,0,0,1,1,0,0,5,6
19,BHR,,Bahrain,26.0275,50.55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10,8,13,0,9,0,16,17,4,7,12,0,25,24,0,28,0,27,23,38,7,7,16,42,44,1,41,8,27,0,19,42,20,16,3,33,54,18,40,22,30,4,10,15,242,56,31,47,29,29,92,145,45,55,13,150,26,18,98,140,28,27
20,BGD,,Bangladesh,23.685,90.3563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,2,4,0,4,0,4,6,0,0,1,4,3,0,0,0,0,0,3,3,3,0,7,0,9,8,9,10,2,5,16,4,1,9,9,8,11,10,14,3,886,146,194,0,507,191,313
21,BRB,,Barbados,13.1939,-59.5432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,3,0,0,0,2,0,2,0,0,2,0,2,6,0,5,1,0,8,0,0,0,0,0,5,0,2,1,0,6,0,4
22,BLR,,Belarus,53.7098,27.9534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,10,0,0,7,7,0,3,0,0,0,15,6,0,0,0,-1,1,1,23,62,30,3,31,0,0,0,0,139,0,152,20,63,192,169,182,453,122,45,253,79,314,532,199,79,63,512,617,679,417,566
23,BEL,,Belgium,50.8333,4.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,-30,262,0,0,198,86,128,183,205,296,168,169,436,363,377,375,504,235,171,524,483,404,418,477,244,161,239,455,399,387,409,138,107,431,367,322,295,368,93,65,340,293,316,319,98,69,63,290,249,221,210
24,BLZ,,Belize,13.1939,-59.5432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,1,3,0,0,4,0,0,1,2,0,0,0,0
25,BEN,,Benin,9.3077,2.3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,13,0,0,0,0,0,9,0,0,0,0,0,6,0,0,0,0,9,0,0,8,0,0,3,9,0
26,BTN,,Bhutan,27.5142,90.4336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
27,BOL,,Bolivia,-16.2902,-63.5887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,4,1,7,12,5,0,0,6,7,0,10,0,26,18,12,7,15,2,25,7,8,13,11,21,18,21
28,BIH,,Bosnia and Herzegovina,43.9159,17.6791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,9,0,2,1,7,3,0,17,21,11,22,28,10,54,13,30,17,24,43,18,9,34,56,23,25,53,54,32,35,23,28,17,28,24,46,30,56,17,26,6,99
29,BWA,,Botswana,-22.3285,24.6849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,1,0,3
30,BRA,,Brazil,-14.235,-51.9253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,114,7,0,0,0,0,0,0,0,0,46,0,0,0,0,2873,10980,0,0,0,8104,0,861,2327,1255,1082,1505,992,990,1402,1588,1803,2104,2898,2054,2824,2406,3149,3980,3947,2388
31,BRN,,Brunei,4.5353,114.7277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,6,14,9,4,7,7,4,9,1,7,9,3,6,1,7,5,2,1,0,1,0,4,1,2,1,0,1,2,1,1,2,1,0,0,0,0,2,2,2,1,0,0,1,0
32,BGR,,Bulgaria,42.7339,25.4858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,4,1,2,3,3,0,3,5,5,4,3,2,3,0,6,6,8,6,3,10,24,17,19,12,8,6,3,4,16,7,0,8,1,16,21,23,10,11,21,13,21,18,24,17,21
33,BFA,,Burkina Faso,12.2383,-1.5616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,2,3,0,2,9,2,8,1,14,4,0,16,24,18,19,7,12,0,9,6,0,16,49,31,37,27,17,19,5,27,21,15,17,11,16,7,22,8,11,18,5,5,3,7,7,4,3
34,BDI,,Burundi,-3.3731,29.9189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
35,CPV,,Cabo Verde,16.5388,-23.0418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,14,0,15,4,0,1,0,6,12
36,KHM,,Cambodia,11.55,104.9167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,1,2,8,0,2,2,9,1,15,0,3,5,5,-1,10,3,2,0,14,5,2,0,5,2,2,3,0,0,7,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
37,CMR,,Cameroon,3.848,11.5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,5,0,7,0,0,0,26,17,0,38,0,0,0,32,35,-1,0,13,128,0,24,68,271,0,29,89,19,110,19,0,0,19,0,0,0,47,2,0,230
38,CAN,,Canada,56.1304,-106.3468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,100,73,1,72,210,0,0,1126,-268,411,440,402,435,244,535,363,1008,693,734,534,635,452,756,732,847,419,883,696,645,1266,307,388,864,870,1385,963,1096,1097,1340,1050,1107,1109,976,1178,1076,979,1023
39,CAF,,Central African Republic,6.6111,20.9394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,TCD,,Chad,15.4542,18.7322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,4,0,14,0,6,0,0,4,0,7,0,3
41,CHL,,Chile,-35.6751,-71.543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,9,5,0,21,18,14,81,0,78,101,92,101,90,110,170,217,159,297,293,195,308,279,291,362,322,414,303,338,293,417,418,523,419,278,303,383,347,523,438,554,469,374,295,479,475,496,507
42,CHN,Anhui,China,31.8257,117.2264,0,0,0,0,0,0,2,0,1,2,2,7,6,3,11,13,12,13,16,17,22,30,36,28,34,25,81,52,61,65,58,40,26,49,32,48,29,47,5,44,19,20,14,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,CHN,Beijing,China,40.1824,116.4142,0,1,1,0,0,2,0,0,1,4,0,3,11,1,7,2,1,3,7,4,8,13,11,18,10,6,8,23,8,16,9,11,9,17,20,13,9,14,5,6,6,9,0,2,4,5,7,5,6,8,8,7,4,7,9,9,2,10,6,4,0,1,2,3,2,2,2,3,3,0,6,10,4,3,2,5,7,9,5,5,5,5,7,4,8,6,0,1,4,2,2,6,1,0,0,11,2,4,5,0,0,6,1,1,2,3,0,5
44,CHN,Chongqing,China,30.0572,107.874,0,0,0,0,0,0,1,0,0,2,4,2,0,6,9,7,8,12,15,13,23,26,24,32,23,18,29,20,25,17,12,7,14,23,12,17,21,16,12,19,21,12,10,1,13,1,15,5,7,10,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,CHN,Fujian,China,26.0789,117.9874,0,0,0,0,0,0,0,0,0,0,0,1,2,8,3,6,4,11,4,6,8,4,6,8,11,8,3,19,14,23,13,8,13,16,19,10,7,8,4,8,5,10,7,7,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,2,0,3,0,3,6,4,4,4,2,2,1,2,3,0,2,1,4,3,0,0,0,3,1,0,0,0,0,0,0,1,0,0,0
46,CHN,Gansu,China,37.8099,101.0583,0,0,0,0,0,0,0,0,0,0,3,0,1,2,0,3,3,4,1,7,7,8,0,10,5,4,4,3,6,5,0,2,2,0,1,0,1,0,2,1,1,1,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,7,15,1,0,5,0,2,2,2,0,0,0,2,0,0,4,0,1,0,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,CHN,Guangdong,China,23.3417,113.4244,2,0,0,0,2,0,1,5,1,3,1,6,9,19,20,19,24,29,26,45,63,39,48,48,55,59,41,41,36,48,38,27,31,36,29,39,45,48,33,43,42,32,48,35,21,19,4,14,8,7,7,3,5,2,1,6,5,5,2,4,3,1,3,0,1,4,8,2,5,1,8,3,10,9,8,6,10,12,11,3,6,11,4,4,9,4,7,8,4,7,10,17,6,8,0,5,7,3,8,0,2,2,2,4,0,0,0,1
48,CHN,Guangxi,China,23.8298,108.7881,0,0,0,0,0,2,0,0,0,0,0,5,3,3,1,3,0,1,6,9,-1,1,3,8,5,4,16,17,4,7,7,2,6,22,13,14,7,8,5,11,10,8,4,3,1,5,7,4,4,3,2,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,CHN,Guizhou,China,26.8154,106.8748,0,0,0,0,0,0,1,0,1,0,0,0,0,7,-3,0,1,0,3,7,1,9,1,13,5,11,9,4,2,5,13,12,0,2,0,8,0,0,0,2,0,0,0,0,1,2,6,6,4,4,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,CHN,Hainan,China,19.1959,109.7453,0,0,0,0,0,0,0,1,0,0,3,0,1,0,3,2,4,5,0,1,7,3,13,-4,13,7,20,5,2,9,9,2,10,8,5,2,2,15,1,2,4,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,CHN,Hebei,China,39.549,116.1306,0,0,0,0,0,0,0,0,0,0,3,0,1,2,7,9,8,4,7,7,6,14,19,14,4,17,14,16,17,15,19,16,15,14,13,13,3,5,12,2,4,1,3,1,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1
52,CHN,Heilongjiang,China,47.862,127.7615,0,0,0,0,0,0,0,0,0,2,0,0,2,3,1,4,1,1,16,-2,3,2,14,21,11,6,26,9,16,39,29,18,5,16,6,21,13,18,41,14,10,7,6,17,7,9,18,4,2,5,5,1,6,2,1,3,1,3,0,3,-1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3,4,6,23,3,45,30,1,0,0,18,-1,53,62,39,35,22,0,76
53,CHN,Henan,China,33.882,113.614,0,0,0,0,0,0,1,1,1,0,7,6,11,20,9,30,30,37,38,27,28,50,61,34,49,69,13,51,64,99,94,38,75,59,31,35,44,58,28,7,26,3,5,5,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,CHN,Hong Kong,China,22.3,114.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,-1,1,5,8,0,5,0,6,3,3,0,1,0,6,3,5,7,1,6,0,2,10,1,3,3,4,4,3,3,0,2,0,1,1,8,0,2,0,11,5,19,0,26,0,33,10,0,48,29,16,27,24,0,74,25,26,48,35,34,28,20,28,21,26,28,19,15,24,19,16,13,5,15,21,20,12,12,16,7
