,alpha-3,Province/State,Country/Region,Lat,Long,1/22/20,1/23/20,1/24/20,1/25/20,1/26/20,1/27/20,1/28/20,1/29/20,1/30/20,1/31/20,2/1/20,2/2/20,2/3/20,2/4/20,2/5/20,2/6/20,2/7/20,2/8/20,2/9/20,2/10/20,2/11/20,2/12/20,2/13/20,2/14/20,2/15/20,2/16/20,2/17/20,2/18/20,2/19/20,2/20/20,2/21/20,2/22/20,2/23/20,2/24/20,2/25/20,2/26/20,2/27/20,2/28/20,2/29/20,3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20
10,AUS,Northern Territory,Australia,-12.4634,130.8456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,AUS,Queensland,Australia,-28.0167,153.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020242914979757085,0.0017985611510791368,0.001597444089456869,0.0030441400304414,0.002898550724637681,0.002688172043010753,0.0025575447570332483,0.004784688995215311,0.004576659038901602,0.004439511653718091,0.004405286343612335,0.004338394793926247,0.0042780748663101605,0.00423728813559322,0.0041928721174004195,0.004140786749482402,0.005128205128205128,0.00508130081300813,0.005060728744939271,0.005005005005005005,0.005,0.00499001996007984,0.00496031746031746,0.005905511811023622,0.0058823529411764705,0.0058823529411764705,0.005853658536585366,0.005853658536585366,0.005842259006815969,0.005842259006815969,0.005842259006815969,0.005819592628516004,0.005802707930367505,0.005797101449275362,0.005802707930367505,0.005802707930367505,0.005797101449275362,0.005791505791505791,0.005774783445620789,0.005747126436781609,0.005747126436781609,0.0057361376673040155,0.0057361376673040155,0.0057361376673040155,0.0057361376673040155
12,AUS,South Australia,Australia,-34.9285,138.6007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024271844660194173,0.004807692307692308,0.007125890736342043,0.006993006993006993,0.0069767441860465115,0.009302325581395349,0.009302325581395349,0.009216589861751152,0.009216589861751152,0.009216589861751152,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.009174311926605505,0.0091324200913242,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.009111617312072893,0.00909090909090909,0.00909090909090909,0.00909090909090909
13,AUS,Tasmania,Australia,-41.4545,145.9707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014285714285714285,0.02857142857142857,0.0273972602739726,0.02666666666666667,0.024691358024691357,0.024096385542168676,0.022988505747126436,0.022222222222222223,0.030303030303030304,0.026785714285714284,0.032520325203252036,0.029850746268656716,0.03731343283582089,0.034482758620689655,0.03614457831325301,0.03614457831325301,0.03529411764705882,0.03867403314917127,0.037037037037037035,0.03571428571428571,0.03482587064676617,0.034653465346534656,0.03398058252427184,0.038461538461538464,0.04326923076923077,0.04807692307692308,0.051643192488262914,0.05116279069767442,0.0502283105022831,0.05454545454545454,0.05855855855855856,0.05855855855855856,0.05855855855855856,0.05855855855855856,0.05855855855855856,0.05752212389380531,0.05726872246696035,0.05701754385964912,0.05701754385964912,0.05701754385964912
14,AUS,Victoria,Australia,-37.8136,144.9631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005758157389635317,0.0052173913043478265,0.004373177842565598,0.005194805194805195,0.004866180048661801,0.004357298474945534,0.0041279669762641896,0.0048216007714561235,0.006445672191528545,0.007168458781362007,0.007042253521126761,0.008628127696289905,0.009228187919463088,0.00989282769991756,0.009764035801464606,0.010466988727858293,0.011058451816745656,0.01103230890464933,0.0109204368174727,0.010835913312693499,0.010769230769230769,0.010769230769230769,0.010744435917114352,0.010606060606060607,0.010534236267870579,0.010526315789473684,0.010471204188481676,0.010471204188481676,0.01195814648729447,0.011904761904761904,0.011878247958426132,0.012592592592592593,0.012592592592592593,0.013284132841328414,0.013215859030837005,0.013186813186813187,0.013119533527696793,0.012996389891696752,0.01279317697228145,0.012640449438202247,0.012491325468424705,0.012371134020618556,0.01226158038147139,0.012253233492171545,0.012096774193548387
15,AUS,Western Australia,Australia,-31.9505,115.8605,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.25,0.25,0.25,0.25,0.2,0.14285714285714285,0.1,0.1,0.06666666666666667,0.05555555555555555,0.05555555555555555,0.034482758620689655,0.03125,0.027777777777777776,0.018867924528301886,0.015384615384615385,0.01098901098901099,0.008264462809917356,0.0070921985815602835,0.005681818181818182,0.005681818181818182,0.008620689655172414,0.008620689655172414,0.007168458781362007,0.00641025641025641,0.0056179775280898875,0.005479452054794521,0.005089058524173028,0.004987531172069825,0.004987531172069825,0.004576659038901602,0.006607929515418502,0.008676789587852495,0.008676789587852495,0.012448132780082987,0.012096774193548387,0.011834319526627219,0.011650485436893204,0.011650485436893204,0.011583011583011582,0.011363636363636364,0.011363636363636364,0.01125703564727955,0.012915129151291513,0.012844036697247707,0.01282051282051282,0.01282051282051282,0.012797074954296161,0.012797074954296161,0.012797074954296161,0.014571948998178506,0.014545454545454545,0.014545454545454545,0.014545454545454545,0.014519056261343012,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.014492753623188406,0.016304347826086956,0.016304347826086956,0.016304347826086956,0.016304347826086956,0.0162748643761302,0.0162748643761302,0.0162748643761302
16,AUT,,Austria,47.5162,14.5501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0033003300330033004,0.0019801980198019802,0.001524390243902439,0.0011614401858304297,0.002944062806673209,0.002250562640660165,0.0024286581663630845,0.0029791459781529296,0.0025115110925073253,0.002841918294849023,0.004465531677365337,0.0046927374301675975,0.005299015897047691,0.005367686527106817,0.007091172214182344,0.007573779054583442,0.008220502901353965,0.009784958470815792,0.011227778355338393,0.012572438856693841,0.01362957430918596,0.014195867026055705,0.01457700650759219,0.015786793413681888,0.01692665117822768,0.017889087656529516,0.019224683544303796,0.021092482422931314,0.022272555681389205,0.023532015343759222,0.02440790903165061,0.025096801950380037,0.0262070930066942,0.02699093273353483,0.027411592383343796,0.02832078469296125,0.029528637983009042,0.030193565976008724,0.03064406779661017,0.031765341984320086,0.03301062256286137,0.03416856492027335,0.03479304139172166,0.035164543524416135,0.0353818733909829,0.03559700512281624,0.03594108019639935,0.03704909493423623,0.03765500227228462,0.037792014495567204,0.0379217100180273,0.0383058037148917,0.038338248493396586,0.038407374215849444,0.038719570634464254,0.038763149505897355,0.038659302989906684,0.038922345483359745,0.038840469874952634
17,AZE,,Azerbaijan,40.1431,47.5769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625,0.0625,0.041666666666666664,0.034482758620689655,0.034482758620689655,0.034482758620689655,0.022222222222222223,0.022222222222222223,0.018518518518518517,0.015151515151515152,0.0136986301369863,0.011363636363636364,0.02127659574468085,0.024390243902439025,0.018072289156626505,0.02185792349726776,0.01904761904761905,0.014598540145985401,0.016722408026755852,0.013888888888888888,0.012468827930174564,0.01126126126126126,0.009578544061302681,0.011965811965811967,0.010903426791277258,0.011142061281337047,0.009720534629404616,0.009708737864077669,0.010080645161290322,0.010387157695939566,0.010009099181073703,0.010443864229765013,0.010851419031719533,0.01036682615629984,0.011682242990654205,0.011185682326621925,0.013100436681222707,0.013581129378127233,0.013221990257480862,0.01350438892640108,0.013166556945358789,0.012911555842479019,0.013182674199623353,0.012978986402966625,0.01275820170109356,0.013103037522334724,0.012805587892898719,0.013016411997736276,0.013296398891966758,0.013477088948787063,0.013192612137203167,0.012933264355923435,0.01309823677581864,0.012615235322658904,0.013157894736842105,0.012698412698412698,0.012280701754385965,0.012794056954189021
18,BHS,,Bahamas,25.0343,-77.3963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045454545454545456,0.04,0.04,0.13793103448275862,0.13793103448275862,0.16666666666666666,0.17647058823529413,0.17073170731707318,0.19047619047619047,0.18604651162790697,0.1702127659574468,0.1702127659574468,0.16666666666666666,0.16,0.16,0.14814814814814814,0.16363636363636364,0.16071428571428573,0.16071428571428573,0.14754098360655737,0.13636363636363635,0.13636363636363635,0.1506849315068493,0.14864864864864866,0.13924050632911392,0.13580246913580246,0.13580246913580246,0.13580246913580246,0.13580246913580246,0.13414634146341464,0.13414634146341464,0.13095238095238096,0.13095238095238096,0.13095238095238096,0.12222222222222222,0.11827956989247312,0.11827956989247312,0.11827956989247312,0.11827956989247312
19,BHR,,Bahrain,26.0275,50.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004651162790697674,0.004366812227074236,0.0038910505836575876,0.0035842293906810036,0.0034965034965034965,0.0032679738562091504,0.005970149253731343,0.005291005291005291,0.007633587786259542,0.009523809523809525,0.008714596949891068,0.008565310492505354,0.008385744234800839,0.008,0.007751937984496124,0.007042253521126761,0.007017543859649123,0.006211180124223602,0.005943536404160475,0.005805515239477504,0.005706134094151213,0.005284015852047556,0.006157635467980296,0.006067961165048544,0.00563063063063063,0.0064794816414686825,0.005763688760806916,0.005277044854881266,0.004405286343612335,0.004578155657292348,0.004186602870813397,0.00411522633744856,0.00402067777139575,0.003945885005636978,0.0037194473963868225,0.003668763102725367,0.0035460992907801418,0.0034516765285996054,0.0036068530207394047,0.0031758634378721714,0.003089996137504828,0.0030211480362537764,0.002936857562408223,0.002844950213371266,0.0027378507871321013,0.0026307135810588623,0.002522863450015768,0.0024353120243531205,0.002364066193853428,0.0022637238256932655,0.002149959688255845,0.0020330368487928843,0.0019047619047619048,0.0017997750281214847,0.001675392670157068
20,BGD,,Bangladesh,23.685,90.3563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06666666666666667,0.05555555555555555,0.047619047619047616,0.07692307692307693,0.07142857142857142,0.08823529411764706,0.1,0.125,0.1111111111111111,0.10204081632653061,0.10204081632653061,0.10204081632653061,0.1,0.09615384615384616,0.10909090909090909,0.10526315789473684,0.0967741935483871,0.11267605633802817,0.10112359550561797,0.0967741935483871,0.10303030303030303,0.091324200913242,0.0634441087613293,0.06352941176470588,0.062111801242236024,0.05466237942122187,0.048507462686567165,0.045409674234945706,0.040584415584415584,0.03814367450731087,0.040783034257748776,0.039160839160839164,0.037037037037037035,0.0342488979315022,0.0325155187703222,0.031804929764113435,0.03033197993790303,0.027931769722814498,0.028005601120224044,0.026767583533321027,0.025701724721001015,0.023982670586414977,0.02294481981981982,0.02190923317683881,0.020633572035441194,0.019906722784666136,0.018718274111675128,0.017941640378548895,0.01674290942360476,0.015870307167235496,0.016014807661355223,0.015683288922725542,0.015539902694067242
21,BRB,,Barbados,13.1939,-59.5432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017543859649122806,0.03278688524590164,0.046875,0.046875,0.04477611940298507,0.058823529411764705,0.057971014492753624,0.05555555555555555,0.0547945205479452,0.0547945205479452,0.06756756756756757,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.06578947368421052,0.07792207792207792,0.07692307692307693,0.075,0.075,0.07407407407407407,0.07407407407407407,0.08641975308641975,0.08536585365853659,0.08536585365853659,0.08536585365853659,0.08433734939759036,0.08433734939759036,0.08433734939759036,0.08433734939759036,0.08433734939759036,0.08333333333333333,0.08235294117647059
22,BLR,,Belarus,53.7098,27.9534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006535947712418301,0.012195121951219513,0.013114754098360656,0.011363636363636364,0.011337868480725623,0.014209591474245116,0.018544935805991442,0.015081206496519721,0.01218369259606373,0.010759919300605245,0.00958627648839556,0.010327795240233499,0.010081426909654904,0.00993150684931507,0.010054844606946984,0.009654062751407884,0.009512485136741973,0.008786610878661089,0.009414225941422594,0.009832635983263598,0.008140462889066242,0.00817965496728138,0.007964844822850866,0.007478499314470896,0.007180305447914292,0.006985715775205922,0.006880733944954129,0.006643046944198406,0.006470636415758867,0.0063723258989531175,0.006344453949244369,0.006234079635339858,0.006127992924379304,0.005926014605530947,0.005889079473985134,0.00583074491853305,0.005816368923971749,0.005751400664385939,0.005734053644204341,0.005713508366208679
23,BEL,,Belgium,50.8333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009523809523809525,0.009523809523809525,0.005357142857142857,0.005797101449275362,0.004509582863585118,0.004721435316336166,0.008038585209003215,0.00941492938802959,0.011692650334075724,0.016386182462356066,0.023792613636363636,0.02204585537918871,0.023504273504273504,0.02857142857142857,0.036046982584042125,0.03527902501603592,0.039670555936856554,0.038642583470169675,0.03977115437851804,0.04310924369747899,0.05518159048215404,0.05929108485499463,0.06586748322366277,0.06815335996660903,0.0696072048611111,0.07348161690026407,0.07840499639682921,0.09168731696328002,0.09571013501965477,0.10098463016330451,0.1132068396580171,0.11941896570184518,0.12142471667566108,0.12759071592023538,0.1335796915167095,0.13224518973014832,0.1395288710140764,0.14286504883920417,0.14664909638554216,0.14762189261500896,0.14575830332132853,0.1464462729203799,0.14948675101456194,0.151642600121501,0.1507879170993814,0.15260556854785334,0.15376612116614286,0.1543651473612063,0.1548748283511144,0.15672795653990806,0.15651277823577905,0.15709828074969917,0.15681166444525224,0.15717234055342938,0.15763507599267923,0.15870124727776677,0.16421172856523966,0.1636490927831042,0.1638275782511728,0.16314618704488848
24,BLZ,,Belize,13.1939,-59.5432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.125,0.1111111111111111,0.1,0.18181818181818182,0.14285714285714285,0.13333333333333333,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684,0.10526315789473684
25,BEN,,Benin,9.3077,2.3158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.027777777777777776,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.01818181818181818,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.015384615384615385,0.02197802197802198,0.02197802197802198,0.02197802197802198,0.020618556701030927,0.020618556701030927,0.020618556701030927,0.014184397163120567,0.00823045267489712,0.007017543859649123
26,BTN,,Bhutan,27.5142,90.4336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,BOL,,Bolivia,-16.2902,-63.5887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012195121951219513,0.04081632653061224,0.05555555555555555,0.0603448275862069,0.06451612903225806,0.06766917293233082,0.07142857142857142,0.06329113924050633,0.059782608695652176,0.07179487179487179,0.07109004739336493,0.06792452830188679,0.07063197026022305,0.07246376811594203,0.07973421926910298,0.08157099697885196,0.07887323943661972,0.07035175879396985,0.06561085972850679,0.06652360515021459,0.06275303643724696,0.061420345489443376,0.0584070796460177,0.05676126878130217,0.060655737704918035,0.061079545454545456,0.054455445544554455,0.0530565167243368,0.052576235541535225,0.052216748768472904,0.05218216318785579,0.05310531053105311,0.053082191780821915,0.05365853658536585,0.04826648538409246,0.04764890282131661,0.04875148632580262,0.04769828064337216,0.04822469528351881,0.04899135446685879,0.04675782973092192,0.04675963904840033
28,BIH,,Bosnia and Herzegovina,43.9159,17.6791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.007874015748031496,0.0072992700729927005,0.017964071856287425,0.01694915254237288,0.015625,0.01680672268907563,0.019305019305019305,0.018518518518518517,0.02710027100271003,0.030878859857482184,0.02826086956521739,0.0299625468164794,0.029310344827586206,0.0336,0.035114503816793895,0.04296296296296296,0.043137254901960784,0.0422360248447205,0.04074505238649592,0.03991130820399113,0.03907074973600845,0.03861386138613861,0.03757225433526012,0.03690036900369004,0.0369036903690369,0.036815068493150686,0.03786008230452675,0.037037037037037035,0.03732503888024884,0.03740458015267176,0.0379746835443038,0.03871439006574142,0.03818953323903819,0.03867791842475387,0.03833221250840619,0.03889255108767304,0.038314176245210725,0.03972257250945776,0.03873659117997616,0.03924914675767918,0.03928170594837262,0.0391304347826087,0.041442411194833155,0.040477426050856254,0.040575243965074476,0.043259557344064385,0.04437869822485207,0.04732013520038629,0.04878048780487805
29,BWA,,Botswana,-22.3285,24.6849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.07142857142857142,0.0625,0.0625,0.0625,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.041666666666666664
